Lmax,N,W_list,endianness_lsb_stable,endianness_msb_stable,engine_version,jitter_curve,kmax,null_M,perm_R,perm_collapse_rate,perm_pvalue,runtime_sec,sampling_matched,source_path,source_sha256,stab_score,stable_original,surr_S,surr_fp_rate,tail_rotation_stable_frac,tau_H,tau_bits,tau_sf,tau_w1
256,1000000,2|4|8,,,3.2,0.0:0;0.001:0;0.005:0;0.01:0,8,,200,0.89,0.955,3598.446,False,.\qrng\idq_qrng_1M.csv,2a449ffe546d8667227c1a25aa11a7552d5b5c6e170e04221e96a3a35ac8c97f,1.7200000000000002,False,200,0.085,0.0,0.008,0.002,0.01,0.01
