Lmax,N,W_list,endianness_lsb_stable,endianness_msb_stable,engine_version,jitter_curve,kmax,null_M,perm_R,perm_collapse_rate,perm_pvalue,runtime_sec,sampling_matched,source_path,source_sha256,stab_score,stable_original,surr_S,surr_fp_rate,tail_rotation_stable_frac,tau_H,tau_bits,tau_sf,tau_w1
256,1000000,2|4|8,,,3.2,0.0:1;0.001:1;0.005:1;0.01:1,8,,200,0.925,0.0,3663.956,False,.\qrng\anu_qrng_1M.csv,a8122916aa0740e3323bcd9ab48173d15f0d7da39b081599061ff4c545a52b33,-0.9439999999999995,True,200,0.015,0.5,0.008,0.002,0.01,0.01
