t,aggregate_A_t
1435,0.499
1436,0.508
1437,0.513
1438,0.5286666666666666
1439,0.515
1440,0.5043333333333333
1441,0.5086666666666667
1442,0.5196666666666667
1443,0.5153333333333333
1444,0.5016666666666667
1445,0.5043333333333333
1446,0.49633333333333335
1447,0.49566666666666664
1448,0.48966666666666664
1449,0.48333333333333334
1450,0.4876666666666667
1451,0.495
1452,0.508
1453,0.5033333333333333
1454,0.4886666666666667
1455,0.495
1456,0.505
1457,0.48733333333333334
1458,0.5026666666666667
1459,0.53
1460,0.5273333333333333
1461,0.5196666666666667
1462,0.511
1463,0.496
1464,0.48533333333333334
1465,0.494
1466,0.4816666666666667
1467,0.488
1468,0.497
1469,0.49966666666666665
1470,0.49566666666666664
1471,0.49466666666666664
1472,0.49333333333333335
1473,0.502
1474,0.49733333333333335
1475,0.48433333333333334
1476,0.49733333333333335
1477,0.5133333333333333
1478,0.5013333333333333
1479,0.494
1480,0.484
1481,0.49233333333333335
1482,0.5106666666666667
1483,0.5133333333333333
1484,0.5143333333333333
1485,0.49766666666666665
1486,0.497
1487,0.506
1488,0.498
1489,0.5056666666666667
1490,0.501
1491,0.5096666666666667
1492,0.492
1493,0.49066666666666664
1494,0.48733333333333334
1495,0.486
1496,0.494
1497,0.502
1498,0.5143333333333333
1499,0.5113333333333333
