Lmax,N,S_orig,W_list,engine,jitter_points,kmax,null_M,perm_R,perm_collapse_rate,perm_pvalue,runtime_sec,sampling_matched,source_path,source_sha256,surr_S,surr_fp_rate,tail_rotation_stable_frac
256,1000000,0.00544,2|4|8,SGCE_NF,0.0:0.005440;0.001:0.005552;0.005:0.005736;0.01:0.004965,8,,200,0.195,0.805,3749.043,False,.\qrng\idq_qrng_1M.csv,2a449ffe546d8667227c1a25aa11a7552d5b5c6e170e04221e96a3a35ac8c97f,200,0.77,1.0
