source,verdict,hits,E_orig,E_perm,E_surr,E_rev,E_diff,z_err,z_dp,z_ds,z_dr,z_dd,rP,rS,rR,rD
ANU,NON_LAWFUL,2,0.9706673636023543,1.0007311361526878,0.9983695436171122,0.9708659436429086,0.4861402077346634,-125.62315381021199,122.53611557012847,112.91056457234987,0.8093870041938835,-41.7905041172424,1.0309722709103246,1.0285393133142138,1.000204580937817,0.5008308983728393
NIST,NON_LAWFUL,3,0.6282976204456971,1.0009912999473176,0.9850811560413791,0.6413257950673107,0.2570318399968781,-1521.0787146821824,1519.0520653124192,1454.2043410578722,53.101183772897464,-198.0874562412077,1.5931801543918767,1.56785753118247,1.0207356739809885,0.40909249316293395
IDQ,NON_LAWFUL,0,1.000637054442095,1.0007508830277738,1.0009522584499817,1.000751459226511,0.500571300531253,-3.4705028360459464,0.4639508467064544,1.2847314712051203,0.46629935951969964,-31.94566151198876,1.0001137561158397,1.000315003332614,1.0001143319477406,0.5002526123818651
